year,month,P_anchoveta,P_sardina,P_jurel,Q_anchoveta,Q_sardina,Q_jurel,P_harina_FOB_CLP,Tipo_Cambio,Precio_USD,Date,IPC_index,P_anchoveta_real,P_sardina_real,P_jurel_real,P_FOB_real
2022,2,186160.9999999999,174062.00000000003,250803.63134250225,1048.195,14733.465,78072.56200000002,1396227.64,807.068,1730,2022-02-01,141.46611039309565,131594.0612792063,123041.48287977194,177288.84369944682,986969.696219303
2022,3,161695.50000000012,182375.99999999985,252315.85924321137,91966.4719999998,110846.897,82880.50599999998,1440135.6791304352,799.187391304348,1802,2022-03-01,144.15396649056444,112168.60967234214,126514.7289665021,175032.20021332303,999026.0512357798
2022,4,168052.5,185526.9999999999,253837.2052231052,59670.83800000008,33162.710999999974,65485.17499999998,1483523.86,815.123,1820,2022-04-01,146.17212202143236,114968.91313882648,126923.65509532468,173656.37285192218,1014915.7304991987
2022,5,171073,197957.99999999985,255367.72420384604,23351.412,10287.694,90509.64799999996,1518284.625,849.39,1787.5,2022-05-01,147.92618748568952,115647.54213418075,133822.14695362878,172631.85683640395,1026379.8795915564
2022,6,173214.49999999988,186367.00000000015,256907.47149431577,15566.766,12472.874000000003,72138.65099999997,1528545.249,857.7695,1782,2022-06-01,149.25752317306072,116050.76670015595,124862.7178302509,172123.63305562653,1024099.29932154
2022,7,228717.0000000001,231917.0000000001,258456.5027368816,1877.4179999999997,1201.318,55775.65400000001,1729784.6029761897,953.70619047619,1813.75,2022-07-01,151.34712849748357,151120.8057071284,153235.15041374316,170770.6682662162,1142925.2871520126
2022,8,195862.7986783734,594627.2499999998,260014.87390940933,1059.206,24.739,13262.097,1615173.1590909096,904.352272727273,1786,2022-08-01,153.16329403945338,127878.4188513999,388230.90984634316,169763.1769674737,1054543.2371511003
2022,9,193363.36098919716,18402.364001733997,261582.64132728495,23.488,0.363,2876.5870000000004,1573771.565625,921.0075,1708.75,2022-09-01,154.54176368580843,125120.45700624661,11907.696381119977,169263.39850701863,1018347.0979563561
2022,10,203428.9999999999,206435.00000000015,263159.86164544855,526.989,7973.253,170.68,1645333.8157894732,955.894736842105,1721.25,2022-10-01,155.31447250423747,130978.77919551234,132914.20733143072,169436.7932378412,1059356.4072044755
2022,11,172375.0000000001,171824.50000000012,244999.99999999985,22373.05500000001,18881.948999999982,2653.8039999999996,1600257.2357142852,917.0528571428569,1745,2022-11-01,156.86761722927983,109885.64946967638,109534.71661959338,156182.64899243324,1020132.3026251668
2022,12,165319.99999999997,164905.49999999994,244999.99999999985,1273.6409999999998,14344.204000000002,55399.36,1613406.182142856,875.661428571428,1842.5,2022-12-01,157.33822008096766,105073.00763598623,104809.5624287208,155715.50248497832,1025438.1810805937
